"","Name","ID","F635_B635","F532_B532","F532_B532_plum","ratio","log635_532"
"344","Hs.32244 | IMAGE:782701 | AA447610","hAA6260",1472,858,689.605525361926,2.13455366272979,0.758257567555651
"573","Hs.349506 | IMAGE:265592 | N21407","hAA6549",6898,4017,3228.60768692175,2.13652467840612,0.759180526892296
"1024","SSPN | Hs.183428 | IMAGE:1049330 | AA62*","hAA8945",1537,895,719.343758973105,2.13666968097997,0.759248393018532
"7276","Hs.356605 | IMAGE:469952 | AA029889","chAA4786",6942,4040,3247.09361592329,2.13791187477854,0.759829593221327
"619","EP300 | Hs.25272 | IMAGE:309591 | N94428","hAA8363",4619,2685,2158.03127691932,2.14037676348872,0.760981871242432
"407","","No_DNA",812,472,379.363412553414,2.1404278144131,0.761005722330914
"8392","CLIC2 | Hs.54570 | IMAGE:71956 | T52201","hAB1014",1798,1045,839.90416550491,2.14072042245335,0.761142418387446
"6480","CFLAR | Hs.195175 | IMAGE:309776 | N945*","hAA5025",5079,2951,2371.82506450238,2.14138895655257,0.761454663613097
"6176","IKKE | Hs.321045 | IMAGE:364448 | AA022*","hAA8457",2090,1213,974.931820820532,2.1437396496516,0.762551803769598
"1289","EIF2B5 | Hs.2437 | IMAGE:1630998 | AI01*","chAC8112",1692,982,789.268794761552,2.14375636187564,0.762559599566494
"608","SUPT5H | Hs.70186 | IMAGE:506270 | AA70*","hAC4471",2792,1620,1302.0523905435,2.14430695744476,0.762816403410625
"200","LOC81034 | Hs.196270 | IMAGE:1739583 | *","hAD6344",783,454,364.896163769597,2.14581592722471,0.763519865704247
"9538","IMAGE:292475 | N91233","chAA0267",987,572,459.737016907951,2.14687955004854,0.764015415808475
"358","PDCD6IP | Hs.9663 | IMAGE:377245 | AA05*","hAC2305",1874,1086,872.85734329027,2.14697168375291,0.764058330059278
"1320","PRKCZ | Hs.78793 | IMAGE:131239 | R24258","hAA5067",1220,706,567.43764674303,2.15001596563523,0.765475267988852
"647","ALDH5A1 | Hs.5299 | IMAGE:842879 | AA48*","hAE0560",1361,787,632.540266270205,2.15164167812617,0.766231121988855
"2755","LOC64167 | Hs.280380 | IMAGE:1849787 | *","hAD7878",2847,1646,1322.94952767568,2.15200953660112,0.766402073795814
"194","PCTK2 | Hs.183302 | IMAGE:2074867 | AI5*","hAD1578",173,100,80.3736043545369,2.15244795090784,0.766605776264479
"11489","CTSB | Hs.297939 | IMAGE:1573039 | AA97*","hAC6447",3995,2309,1855.82652454626,2.15267965359896,0.766713416600671
"352","GNOODA31.7","hAE2321",618,357,286.933767545697,2.15380714959447,0.767237043432843
"291","","No_DNA",1029,594,477.419209865949,2.15533849232612,0.767947784226196
"10018","IRF2 | Hs.83795 | IMAGE:321739 | W33021","hAA5369",3541,2043,1642.03273696319,2.1564734492132,0.768474225049073
"506","ASPN | Hs.10760 | IMAGE:78921 | T60482","hAA9577",832,480,385.793300901777,2.1565952494645,0.768530704674064
"5630","IMAGE:156111 | g847222","hAE0185",9349,5390,4332.13727470954,2.1580571914418,0.769208368543065
"6796","Hs.319825 | IMAGE:1606865 | AA996042","hAC6759",5831,3359,2699.74937026889,2.15983011764504,0.770029569364655
"556","","No_DNA",304,175,140.65380762044,2.16133501924354,0.770726095237499
"590","CEACAM4 | Hs.12 | IMAGE:1854408 | AI242*","hAD1272",1046,602,483.849098214312,2.16183104166228,0.770955567070839
"1194","RPL36AL | Hs.336628 | IMAGE:884842 | AA*","hAA8139",8264,4756,3822.56862310177,2.16189709454955,0.770986120743594
"2044","WSX1 | Hs.132781 | IMAGE:1634832 | AI08*","hAC8742",2000,1151,925.100186120719,2.16192800521068,0.771000418574991
"8196","FCGRT | Hs.111903 | IMAGE:770394 | AA43*","hAA8618",2224,1279,1027.97839969453,2.16346958327226,0.771713221546422
"3388","IMAGE:3060368 | g6925032","hAE0001",25471,14646,11771.5180937655,2.16378208801209,0.77185765721327
"1832","MMP16 | Hs.90800 | IMAGE:46916 | H09997","hAA1575",6666,3832,3079.91651886585,2.16434437724782,0.772117487531726
"10669","IMAGE:344860 | g1386218","hAE0211",7067,4061,3263.97207283774,2.16515332922437,0.772491180759348
"5809","Hs.353148 | IMAGE:290234 | N64384","hAB0295",4847,2783,2236.79740918676,2.16693741690368,0.773314842074277
"3701","TNF | Hs.241570 | IMAGE:1851134 | AI242*","hAD1451",2819,1618,1300.44491845641,2.16771964732353,0.773675761250467
"11737","STK17B | Hs.120996 | IMAGE:1897302 | AI*","hAC8349",2507,1438,1155.77243061824,2.1691121310611,0.774317927632093
"111","ZNFN1A4 | Hs.302031 | IMAGE:242061 | H9*","hAB7631",408,234,188.074234189616,2.16935616810038,0.774430426801252
"297","AP1M1 | Hs.3832 | IMAGE:845513 | AA6442*","hAC2872",2448,1404,1128.4454051377,2.16935616810038,0.774430426801252
"420","CDC10 | Hs.184326 | IMAGE:28364 | R40891","hAC7958",2294,1315,1056.91289726216,2.17047214197348,0.774944720832243
"7564","MAF | Hs.30250 | IMAGE:487793 | AA043501","hAA8043",16735,9593,7710.23986573072,2.17049019115231,0.774953036582271
"4417","Hs.11594 | IMAGE:129294 | R12665","hAB7441",2727,1563,1256.23943606141,2.17076452284427,0.775079420178903
"134","RCD-8 | Hs.75682 | IMAGE:815235 | AA481*","hAA1952",1316,754,606.016976833208,2.17155632648588,0.775444111632098
"7077","SSI-1 | Hs.50640 | IMAGE:712668 | AA280*","hAA1662",2287,1310,1052.89421704443,2.17210804559247,0.775698145582375
"216","BIK | Hs.155419 | IMAGE:1916575 | AI347*","hAC9891",547,313,251.5693816297,2.17435045734286,0.77672997963662
"1561","K6HF | Hs.145949 | IMAGE:1878270 | AI27*","hAC8331",3498,2001,1608.27582313428,2.17500005265448,0.777028688749606
"597","Hs.148865 | IMAGE:1848314 | AI240572","hAD7799",562,321,257.999269978063,2.17830073723769,0.778545094518467
"211","SPA17 | Hs.286233 | IMAGE:503866 | AA13*","hAC8808",492,281,225.849828236249,2.17843867246756,0.778608414913354
"6421","KIAA0493 | Hs.36475 | IMAGE:109123 | T8*","hAA4246",4675,2669,2145.17150022259,2.17931293582583,0.779009660073055
"5825","FLI1 | Hs.108043 | IMAGE:280882 | N50806","hAA2460",8238,4701,3778.36314070678,2.18030922206673,0.779466711726687
"8613","IL18R1 | Hs.159301 | IMAGE:755054 | AA4*","hAA0385",2343,1337,1074.59509022016,2.18035613723117,0.779488229160644
"9576","SELPLG | Hs.79283 | IMAGE:1609625 | AA9*","hAC8221",11614,6623,5323.14381640098,2.18179339138207,0.780147195201807
"432","VHL | Hs.174007 | IMAGE:41607 | R54177","hAB0079",3483,1985,1595.41604643756,2.18312960295045,0.780759444999502
"2060","KIAA1866 | Hs.334838 | IMAGE:754126 | A*","hAB5604",339,193,155.121056404256,2.185389964832,0.781794286230356
"8646","NMI | Hs.54483 | IMAGE:704532 | AA279601","hAE0397",8827,5025,4038.77361881548,2.18556443938268,0.781874119847748
"84","RAD50 | Hs.41587 | IMAGE:196246 | R92967","hAD1976",378,215,172.803249362254,2.18745886663036,0.782740535246716
"2112","IMAGE:511672 | g1670632","hAE0294",269,153,122.971614662441,2.18749668969061,0.782757825964195
"243","TNFRSF10B | Hs.51233 | IMAGE:788185 | A*","hAA2440",953,542,435.62493560159,2.18766172942769,0.782833269969348
"282","Hs.102463 | IMAGE:258068 | N27098","hAB4719",401,228,183.251817928344,2.18824568581798,0.78310016610692
"790","GFER | Hs.27184 | IMAGE:810063 | AA4650*","hAA0626",343,195,156.728528491347,2.18849754605421,0.783215256356985
"3454","SELP | Hs.73800 | IMAGE:2249736 | AI659*","hAD1712",1283,729,585.923575744574,2.1897053696288,0.78376700036177
"231","PDCD6IP | Hs.9663 | IMAGE:377245 | AA05*","hAC2305",1782,1011,812.577140024368,2.19302256022925,0.785280756765075
"714","Hs.269047 | IMAGE:254694 | N25049","hAB1852",1546,877,704.876510189288,2.19329198469791,0.785403604529976
"311","Hs.229116 | IMAGE:272552 | N35894","hAB2224",513,291,233.887188671702,2.19336511295656,0.785436945754069
"1598","Hs.235042 | IMAGE:1670681 | AI076222","hAD4686",432,245,196.915330668615,2.19383629772841,0.785651745454175
"1345","CUL3 | Hs.78946 | IMAGE:134525 | R27581","hAA3467",2429,1377,1106.74453196197,2.19472509676105,0.786056798028309
"1297","BIRC4 | Hs.172777 | IMAGE:2285739 | AI6*","hAD1754",1085,615,494.297666780402,2.19503362633113,0.786197365922834
"70","IMAGE:36326","hAE0867",2084,1181,949.212267427081,2.19550470586401,0.786411954430687
"1161","Hs.238672 | IMAGE:448056 | AA702674","hAC2434",445,252,202.541482973433,2.19708078299382,0.787129562409609
"1049","Hs.269898 | IMAGE:432022 | AA678264","hAD0611",401,227,182.448081884799,2.19788553465418,0.787495777579958
"368","COX15 | Hs.226581 | IMAGE:208429 | H629*","hAC8867",638,361,290.148711719878,2.19887242034682,0.787944692766701
"5310","BRDG1 | Hs.121128 | IMAGE:1899334 | AI2*","hAD9137",5805,3278,2634.64675074172,2.20333143271133,0.789970502583008
"147","Hs.133419 | IMAGE:1653109 | AI057443","hAD4371",303,171,137.438863446258,2.20461660117322,0.790553616761501
"1521","Hs.353001 | IMAGE:867606 | AA780815","chAC4685",826,466,374.540996292142,2.20536605652568,0.790893507150124
"283","Hs.103245 | IMAGE:415079 | W93227","hAB4733",479,270,217.00873175725,2.20728445404593,0.791763006167332
"1825","MRPS30 | Hs.28555 | IMAGE:1573946 | AA9*","hAC9756",10093,5689,4572.4543517296,2.20734844431682,0.791791996243004
"599","Hs.270104 | IMAGE:1850188 | AI248693","hAD7901",889,501,402.67175781623,2.2077535430377,0.791975502183832
"1450","RBM5 | Hs.201675 | IMAGE:345559 | W73892","hAA0384",2282,1286,1033.60455199934,2.20780761422329,0.791999993379248
"887","FLJ21156 | Hs.26058 | IMAGE:512103 | AA*","hAB0433",2534,1427,1146.93133413924,2.20937376508397,0.79270911115904
"823","RPS21 | Hs.1948 | IMAGE:2272597 | AI681*","chAD1735",2406,1354,1088.25860296043,2.21087156440103,0.793386810817196
"9698","IFRG28 | Hs.43388 | IMAGE:268385 | N234*","hAB8643",4686,2634,2117.0407386985,2.21346708844197,0.794560104519306
"868","","No_DNA",226,127,102.074477530262,2.21406962316313,0.794832280568486
"1962","Hs.131498 | IMAGE:1652277 | AI022327","hAD4347",1122,630,506.353707433582,2.21584237170253,0.795632634451855
"2282","Hs.132636 | IMAGE:1652488 | AI032482","hAD4352",337,189,151.906112230075,2.21847557713534,0.796820283047511
"6706","CLU | Hs.75106 | IMAGE:589362 | AA130017","hAA1221",30324,17003,13665.9239484019,2.21894985765277,0.7970340468735
"648","CENTB1 | Hs.108947 | IMAGE:1534853 | AA*","hAE0710",564,316,253.980589760337,2.22064213856739,0.797796405665938
"144","FGF9 | Hs.111 | IMAGE:1589786 | AA946776","hAC8207",357,200,160.747208709074,2.22087837709277,0.797902782986394
"1532","Hs.192193 | IMAGE:455285 | AA677588","hAD0722",191,107,85.9997566593545,2.22093651679216,0.797928961339515
"1208","Hs.348916 | IMAGE:684216 | AA251146","hAC0164",725,406,326.31683367942,2.22176708392634,0.798302863007734
"2027","Hs.217882 | IMAGE:1762247 | AI820806","hAD6892",625,350,281.307615240879,2.22176708392634,0.798302863007734
"1091","Hs.351342 | IMAGE:259114 | N32556","hAB4318",1718,962,773.194073890645,2.2219518462618,0.798386019633286
"2976","CDH11 | Hs.75929 | IMAGE:251685 | H96738","hAA1245",2080,1164,935.548754686809,2.22329407161288,0.798989912158772
"6629","","No_DNA",1573,880,707.287718319924,2.22398885101026,0.799302363340817
"3812","MAP3K14 | Hs.47007 | IMAGE:342349 | W61*","hAB0365",2258,1263,1015.1186229978,2.22437057979665,0.799473990113908
"3797","BLR1 | Hs.113916 | IMAGE:1504719 | AA90*","hAC8069",5683,3176,2552.66567430009,2.22630016034442,0.800341086684887
"975","KRT5 | Hs.195850 | IMAGE:592540 | AA160*","hAA1606",1047,585,470.185585474041,2.22678030196186,0.800556731393472
"7","Hs.134613 | IMAGE:1653247 | AI081725","hAD4377",394,220,176.821929579981,2.22823040635231,0.801207730700364
"7986","FRZB | Hs.153684 | IMAGE:788263 | AA454*","hAC7767",2151,1201,965.286988297988,2.2283528381468,0.801262674942538
"3813","IRLB | Hs.135202 | IMAGE:280740 | N50544","hAB0372",1553,867,696.839149753835,2.22863482992971,0.801389214122937
"3820","RAP1B | Hs.156764 | IMAGE:897961 | AA59*","hAC9529",16882,9417,7568.78232206674,2.23047767548825,0.802215766788394
"698","HRLP5 | Hs.120869 | IMAGE:23454 | R38703","hAC2813",459,256,205.756427147614,2.23079301270479,0.802357133335774
"473","IMAGE:2289586 | g5632329","hAE0109",18498,10297,8276.07004038666,2.23511883173185,0.804294395212246
"11279","VCAM1 | Hs.109225 | IMAGE:44477 | H07071","hAA0015",11240,6255,5027.36895237628,2.23576190776434,0.804582068301462
"1967","KIAA0275 | Hs.74583 | IMAGE:726678 | AA*","hAA0525",1425,793,637.362682531477,2.23577570362322,0.804588238822695
"1365","USP25 | Hs.186961 | IMAGE:754333 | AA47*","hAB5625",2261,1258,1011.09994278007,2.23617854609235,0.804768402772376
"1395","Hs.152849 | IMAGE:450611 | AA682463","hAD0699",275,153,122.971614662441,2.23628843741605,0.804817544028927
"991","ZNF-U69274 | Hs.301956 | IMAGE:2298115 *","hAD1763",2609,1450,1165.41726314078,2.2386831588274,0.8058878174769
"1799","IFITM3 | Hs.182241 | IMAGE:809910 | AA4*","hAC7867",7402,4113,3305.7663471021,2.23911771819225,0.806081912470469
"1437","IMAGE:126497 | R06730","hAA3572",494,274,220.223675931431,2.24317389086636,0.807891778554644
"304","DNM1L | Hs.180628 | IMAGE:415233 | W918*","hAC8660",6826,3786,3042.94466086277,2.24322186590952,0.807913165452176
"2219","WSX1 | Hs.132781 | IMAGE:1634832 | AI08*","hAC8742",1761,976,784.44637850028,2.2448953150459,0.808658889837905
"5176","Hs.350234 | IMAGE:898074 | AA598780","hAB1944",4565,2527,2031.04098203915,2.24761589764515,0.809870053395666
"22","NOTCH3 | Hs.8546 | IMAGE:324751 | AA284*","hAA5353",421,233,187.270498146071,2.24808501161577,0.810078747871472
"1633","KIAA0675 | Hs.165662 | IMAGE:1691661 | *","hAD5119",497,275,221.027411974976,2.2485898719941,0.810303296184849
"1851","MTVR | Hs.18686 | IMAGE:357450 | W93891","hAB1472",2758,1526,1226.50120245023,2.24867288714453,0.810340214263636
"937","Hs.269884 | IMAGE:248484 | N59640","hAC3772",338,187,150.298640142984,2.24885600879988,0.810421646383224
"953","Hs.42570 | IMAGE:261592 | H98757","hAB4278",264,146,117.345462357624,2.24976743621692,0.810826849192771
"415","PBX3 | Hs.294101 | IMAGE:325014 | W48726","hAB9130",1447,800,642.988834836295,2.25042787930899,0.811120366718348
"10966","RAI2 | Hs.49597 | IMAGE:501868 | AA1280*","hAA6811",1589,878,705.680246232834,2.25172804323578,0.811697940656391
"639","XRCC1 | Hs.98493 | IMAGE:760224 | AA425*","hAA2283",2000,1105,888.128328117632,2.25192681809728,0.811786213345021
"1485","RELB | Hs.858 | IMAGE:687054 | AA258001","hAB7251",1902,1050,843.922845722637,2.25376052993488,0.812600167708558
"10738","Hs.90037 | IMAGE:167032 | R89715","hAA0165",5025,2770,2226.34884062067,2.25705869103564,0.814062501500684
"199","","No_DNA",363,200,160.747208709074,2.25820406410273,0.814569835471606
"2371","RGL | Hs.79219 | IMAGE:505864 | AA683557","hAC4463",837,461,370.522316074415,2.2589732485422,0.814910395247618
"2302","LOC91689 | Hs.306083 | IMAGE:377051 | A*","hAA6225",2761,1520,1221.67878618896,2.26000486479181,0.815366965844624
"1218","RALGDS | Hs.106185 | IMAGE:1709743 | AI*","hAD1517",1346,741,595.568408267118,2.26002585314483,0.815376252663378
"530","","No_DNA",327,180,144.672487838166,2.26027771338106,0.815487687761835
"668","Hs.187906 | IMAGE:824938 | AA489034","hAC0716",478,263,211.382579452432,2.2613027111232,0.815941068068483
"2089","Hs.190738 | IMAGE:1848545 | AI242970","hAD7815",791,435,349.625178942235,2.26242286780692,0.816436304433761
"686","PHRET1 | Hs.8124 | IMAGE:731469 | AA412*","hAB4803",922,507,407.494174077502,2.26260903505492,0.816518587720202
"129","AP4M1 | Hs.194703 | IMAGE:48136 | H12006","hAA0736",1193,656,527.250844565762,2.26268011193523,0.816550000908619
"104","SECP43 | Hs.266935 | IMAGE:76744 | T608*","hAA9580",1175,646,519.213484130308,2.26303829910763,0.816708290550449
"375","BAD | Hs.76366 | IMAGE:795729 | AA460291","hAA8650",923,507,407.494174077502,2.26506305786952,0.817602598666461
"322","Hs.356452 | IMAGE:301043 | N81017","hAA6524",610,335,269.251574587699,2.26553921154996,0.817812793097082
"857","Hs.221953 | IMAGE:1855479 | AI287588","hAD8125",632,347,278.896407110243,2.26607436986516,0.81804898195479
"1580","Hs.348989 | IMAGE:746373 | AA481412","hAC0662",1102,605,486.260306344948,2.26627587245061,0.81813789943681
"11515","FGR | Hs.1422 | IMAGE:681906 | AA256231","hAA1099",3186,1748,1404.9306041173,2.26772766616591,0.818778302009305
"1030","OBP2B | Hs.99526 | IMAGE:1854287 | AI25*","hAD8019",1147,629,505.549971390037,2.26881626923301,0.819258228183722
"10362","DKFZP586D0824 | Hs.128797 | IMAGE:19671*","hAD1376",2290,1255,1008.68873464944,2.27027418998178,0.819900612737193
"1374","HSPC182 | Hs.30026 | IMAGE:1580091 | AA*","hAC5611",2713,1486,1194.35176070842,2.27152509775747,0.820451455136019
"1943","REST | Hs.227630 | IMAGE:135538 | R32858","hAA0727",1534,840,675.13827657811,2.27212713782867,0.820716457844634
"8516","TNFAIP2 | Hs.101382 | IMAGE:321816 | W3*","hAC8168",6040,3306,2657.15135996099,2.27311100564805,0.821149380302683
"9682","IMAGE:74678 | T57321","hAC7753",9383,5130,4123.16590338774,2.27567850041896,0.822278249880026
"6605","Hs.26506 | IMAGE:810737 | AA457723","hAA6119",4358,2380,1912.89178363798,2.27822610629435,0.823397116593837
"900","IMAGE:3845751 | g9887904","hAE0012",13848,7560,6076.24448920299,2.27903930208977,0.823753995437258
"481","IMAGE:262303","hAE0909",1111,606,487.064042388493,2.28101420616437,0.824620171325107
"2045","KIAA0506 | Hs.131454 | IMAGE:1642826 | *","hAC8752",662,361,290.148711719878,2.28158862424701,0.824871965358919
"96","Hs.188969 | IMAGE:454762 | AA677274","hAC4304",499,272,218.61620384434,2.28253894828079,0.825288397210313
"5275","CEBPA | Hs.76171 | IMAGE:2312250 | AI66*","hAD1832",6887,3752,3015.61763538222,2.2837775980598,0.825830913173375
"2238","Hs.134169 | IMAGE:1848852 | AI247847","hAD7830",498,271,217.812467800795,2.2863704958132,0.826965623899744
"2344","PGCP | Hs.197335 | IMAGE:796263 | AA460*","hAB1463",1349,734,589.942255962301,2.28666447667754,0.827094195348032
"615","Hs.131438 | IMAGE:1655728 | AI023789","hAC9859",1173,638,512.783595781945,2.28751467412152,0.827465933063477
"11038","PIR121 | Hs.258503 | IMAGE:47475 | H120*","hAA0891",7269,3953,3177.16858013484,2.28788615292535,0.827628313942742
"10861","PIR121 | Hs.258503 | IMAGE:47475 | H120*","hAA0891",7165,3895,3130.55188960921,2.28873382478717,0.827998749712215
"423","IL12RB2 | Hs.73165 | IMAGE:1587390 | AA*","hAC8203",460,250,200.934010886342,2.2893088032777,0.828249939375686
"3510","HPRT1 | Hs.82314 | IMAGE:280507 | N47312","chAB6882",3756,2041,1640.4252648761,2.28965017817114,0.8283990452731
"1922","Hs.32810 | IMAGE:176450 | H42514","hAB8029",1176,639,513.587331825491,2.28977610452352,0.828454041835829
"1302","IFI35 | Hs.50842 | IMAGE:1422723 | AA82*","hAB7010",1688,917,737.025951931103,2.29028570239246,0.828676570654229
"885","FBXW1B | Hs.21229 | IMAGE:251698 | H978*","hAB0407",2753,1495,1201.58538510033,2.29113971769067,0.829049387072612
"7319","CSF1R | Hs.174142 | IMAGE:713974 | AA28*","hAA9061",8029,4360,3504.28914985781,2.29119220950297,0.829072297596396
"504","AKAP3 | Hs.98397 | IMAGE:745086 | AA626*","hAC4563",549,298,239.51334097652,2.29214789356481,0.829489322758918
"3427","FBP17 | Hs.301763 | IMAGE:321770 | W331*","hAA6712",1944,1055,847.941525940364,2.29261091776831,0.829691306865009
"252","IMAGE:193985 | R83878","hAD6284",811,440,353.643859159962,2.2932675882636,0.829977694957898
"1373","WBP1 | Hs.7709 | IMAGE:1575008 | AA9685*","hAC5609",15641,8485,6819.70032948245,2.29350253593723,0.830080140760706
"1830","MX1 | Hs.76391 | IMAGE:815542 | AA456886","hAA1562",4448,2411,1937.80760098788,2.2953775172171,0.830897325504039
"4721","STK17A | Hs.9075 | IMAGE:813689 | AA453*","hAB5300",15353,8319,6686.28014625392,2.29619454527369,0.831253207129803
"753","Hs.93817 | IMAGE:273421 | N36873","hAE2008",251,136,109.30810192217,2.29626162732857,0.831282421150524
"826","ZNF-U69274 | Hs.301956 | IMAGE:2298115 *","hAD1763",3921,2124,1707.13535649036,2.29683017523639,0.831529987685294
"124","LOC136442 | Hs.181195 | IMAGE:782176 | *","hAA7767",1311,710,570.652590917212,2.29736974976811,0.83176488148313
"10326","TNFRSF7 | Hs.180841 | IMAGE:34637 | R45*","hAC7705",5758,3116,2504.44151168737,2.29911538086611,0.832524431936274
"7770","PFDN5 | Hs.288856 | IMAGE:781050 | AA44*","hAA2407",26996,14608,11740.9761241107,2.29929775128,0.832603750783339
"1157","Hs.5856 | IMAGE:868458 | AA634248","hAC2067",1458,788,633.344002313751,2.30206648310175,0.833807190465516
"57","Hs.293687 | IMAGE:841302 | AA487213","hAB1553",1884,1017,817.39955628564,2.30487034830447,0.83502442684254
"5451","CEBPA | Hs.76171 | IMAGE:2312250 | AI66*","hAD1832",7289,3933,3161.09385926394,2.30584738211388,0.835448236705195
"10882","Hs.150566 | IMAGE:1849510 | AI248195","hAD7859",788,425,341.587818506782,2.30687383245886,0.835893288688254
"2882","IMAGE:2346969 | g5543889","hAD9956",2359,1271,1021.54851134616,2.30923933009445,0.836918175973013
"783","NBS1 | Hs.25812 | IMAGE:811761 | AA4634*","hAB5812",2044,1101,884.913383943451,2.30983058578151,0.837174182355707
"3977","PPP3CB | Hs.151531 | IMAGE:360539 | AA0*","hAC7847",7344,3955,3178.77605222193,2.31032318079363,0.837387419853364
"268","Hs.105228 | IMAGE:825045 | AA489212","hAC0717",2017,1086,872.85734329027,2.31080143336692,0.837594405215123
"5527","TNFRSF14 | Hs.279899 | IMAGE:1870512 | *","hAD1293",15466,8317,6684.67267416683,2.31365105725654,0.838826821055085
"961","SPATA6 | Hs.143251 | IMAGE:289784 | N62*","hAA6747",188,101,81.1773403980823,2.31591721381945,0.839805813743481
"5519","GCH1 | Hs.86724 | IMAGE:783849 | AA4436*","hAA2231",5829,3129,2514.89008025346,2.3177951377551,0.840616362131459
"5198","C1orf29 | Hs.75470 | IMAGE:754479 | AA4*","hAA0886",3397,1823,1465.21080738321,2.3184377175506,0.840893561236712
"670","Hs.105728 | IMAGE:825622 | AA504629","hAC0737",2291,1229,987.791597517258,2.31931513262338,0.841271940642252
"1203","FHIT | Hs.77252 | IMAGE:681948 | AA2561*","hAA1124",875,469,376.952204422778,2.32124919216185,0.842105485666127
"577","VHL | Hs.174007 | IMAGE:41607 | R54177","hAB0079",3348,1794,1441.90246212039,2.32193236918161,0.842399756745416
"10684","PKD2L1 | Hs.159241 | IMAGE:1753663 | AI*","hAC8282",1077,577,463.755697125678,2.32234343788155,0.842576778403081
"163","DLX4 | Hs.172648 | IMAGE:681997 | AA256*","hAC7953",407,218,175.21445749289,2.32286767783711,0.842802490408297
"72","IMAGE:264443","hAE0915",2190,1173,942.782379078718,2.32291146779818,0.842821341911863
"8599","PRKCQ | Hs.211593 | IMAGE:205239 | H608*","hAA8193",4818,2578,2072.03152025996,2.32525420240495,0.843829367430476
"596","Hs.344274 | IMAGE:1848298 | AI240554","hAD7797",681,364,292.559919850514,2.32772828331359,0.844892806267563
"1652","GASC1 | Hs.149918 | IMAGE:1636035 | AI0*","hAC7331",4258,2275,1828.49949906571,2.32868535221128,0.845303881823166
"2203","SLC28A1 | Hs.97207 | IMAGE:1917363 | AI*","hAC8387",790,422,339.176610376146,2.32917004248581,0.845511999179847
"7559","FRZB | Hs.153684 | IMAGE:140071 | R65782","hAA7225",2059,1099,883.30591185636,2.33101575837163,0.84630412037896
"463","Hs.23023 | IMAGE:796366 | AA456135","hAB1544",902,481,386.597036945322,2.33317877220971,0.847231617711654
"1782","GNOLC88.5","xAA0087",743,396,318.279473243966,2.33442638454563,0.84776620121807
"143","IMAGE:726409 | AA399211","hAC8157",426,227,182.448081884799,2.33491081736329,0.847973696542759
"1406","Hs.110702 | IMAGE:684539 | AA251026","hAB9789",1858,990,795.698683109915,2.33505476311482,0.84803534399994
"10636","Hs.356352 | IMAGE:815737 | AA485088","hAC0404",9762,5195,4175.40874621819,2.33797469740939,0.849285040668557
"18","CDA | Hs.72924 | IMAGE:1551030 | AA9229*","hAC8138",840,447,359.27001146478,2.33807435409161,0.849327664978582
"81","KIAA0408 | Hs.118744 | IMAGE:2328456 | *","hAD1909",675,359,288.541239632787,2.33935364268567,0.849874670139043
"8363","TNFAIP2 | Hs.101382 | IMAGE:321816 | W3*","hAC8168",7484,3980,3198.86945331057,2.339576562668,0.849969956870289
"544","Hs.28780 | IMAGE:140304 | R66820","hAA3958",724,385,309.438376764967,2.33972271820024,0.850032425852724
"572","Hs.348432 | IMAGE:262821 | H99639","hAA6526",414,220,176.821929579981,2.34133854880674,0.850722795227745
"10275","ITGAL | Hs.174103 | IMAGE:154015 | R487*","hAA0302",5442,2891,2323.60090188966,2.34205452217475,0.851028545081637
"521","SF1 | Hs.180677 | IMAGE:240769 | H91353","hAA4444",465,247,198.522802755706,2.34230019698145,0.851133436714171
"1987","PAK3 | Hs.152663 | IMAGE:132217 | R26396","hAA5264",2284,1212,974.128084776987,2.34466086718246,0.852140771901433
"4591","PRO2013 | Hs.238205 | IMAGE:701115 | AA*","hAC0638",16224,8606,6916.95239075144,2.345541661049,0.852516360747156
"496","IMAGE:173392 | g889871","hAE0105",1314,697,560.204022351122,2.34557401870352,0.852530156038824
"2497","SIAT9 | Hs.225939 | IMAGE:166652 | R887*","hAC9649",1605,851,683.979373057109,2.34656199181315,0.852951274745534
"1287","PPIE | Hs.33251 | IMAGE:1631682 | AA994*","chAC1078",1111,589,473.400529648222,2.34684993028117,0.853073973742835
"7495","ACTR3 | Hs.5321 | IMAGE:271568 | N34974","hAA8797",11697,6189,4974.32237350229,2.35147606482216,0.855043243666137
"140","Hs.28427 | IMAGE:140057 | R65963","hAA3923",259,137,110.111837965716,2.35215399892464,0.855331503626204
"851","RBBP6 | Hs.85273 | IMAGE:361239 | AA016*","hAA8955",1531,809,650.222459228203,2.35457877265153,0.856361846353984
"254","Hs.239066 | IMAGE:1848967 | AI247943","hAD7833",519,274,220.223675931431,2.3566948367604,0.85726014453261
"9529","CCNG2 | Hs.79069 | IMAGE:823691 | AA489*","hAA0901",5827,3074,2470.68459785846,2.35845563009164,0.858007010799325
"3161","FMNL | Hs.100217 | IMAGE:281605 | N51614","hAB8911",2134,1124,903.399312944994,2.36218908894602,0.859588769162854
"669","Hs.105230 | IMAGE:825061 | AA489227","hAC0718",475,250,200.934010886342,2.36396017729762,0.860338253927187
"1366","Hs.288934 | IMAGE:754443 | AA410295","hAB5640",2895,1522,1223.28625827605,2.36657608177489,0.861444219340256
"3022","","No_DNA",238,125,100.467005443171,2.36893693556562,0.862441304123965
"11209","ITM2A | Hs.17109 | IMAGE:245277 | N53447","hAA7872",12252,6429,5167.21902395318,2.37110134933406,0.863354551565771
